,Cell.line.name,Drug.name,IC50,A1BG,A1CF,A2M,A2ML1,A3GALT2,A4GALT,A4GNT,AAAS,AACS,AACSP1,AADAC,AADACL2,AADACL3,AADACL4,AADAT,AAGAB,AAK1,AAMDC,AAMP,AANAT,AAR2,AARD,AARS1,AARS2,AASDH
29,A704,XMD15-27,4.679987139,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
30,A704,FEN1_3940,2.517404667,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
31,A704,FH535,0.45013065,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
32,A704,Pelitinib,4.000038714,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
33,A704,Olaparib,4.639209586,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
34,A704,SB505124,5.081561556,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
35,A704,MCT1_6447,4.358049359,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
36,A704,A-443654,-1.734244638,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
37,A704,GNF-2,1.895775835,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
38,A704,Saracatinib,-0.067076193,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
39,A704,Bicalutamide,4.177944504,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
40,A704,Dacinostat,-2.600965407,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
41,A704,AGI-6780,1.017278748,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
42,A704,JNJ38877605,4.801500969,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
43,A704,LIMK1 inhibitor BMS4,4.693937513,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
44,A704,AZD8186,0.958230716,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
45,A704,SU11274,2.256421368,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
46,A704,NVP-BHG712,2.521324735,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
47,A704,AZD6482,2.616323623,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
48,A704,PFI-3,4.639209586,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
49,A704,Afatinib,3.934694558,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
50,A704,VX-702,3.093655989,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
51,A704,THZ-2-102-1,-0.600695559,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
52,A704,Motesanib,2.341803686,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
53,A704,ACY-1215,3.256726561,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
54,A704,JQ1,2.336624493,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
55,A704,AZD8055,-0.395392023,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
56,A704,TL-1-85,1.750105221,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
57,A704,Alectinib,3.584636289,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
58,A704,Bexarotene,1.751353201,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
59,A704,Cetuximab,5.486146804,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
60,A704,T0901317,4.316316591,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
61,A704,FTY-720,1.737781536,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
62,A704,Doxorubicin,0.61557521,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
63,A704,LGK974,2.385147151,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
64,A704,TTK_3146,3.63328762,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
65,A704,ETP-45835,5.442098936,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
66,A704,kb NB 142-70,3.985206205,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
67,A704,Bleomycin (50 uM),4.947891869,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
68,A704,SN-38,-3.883502897,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
69,A704,BMS-536924,1.610336829,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
70,A704,IMD-0354,0.961021149,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
71,A704,TANK_1366,1.747902905,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
72,A704,BMS-345541,3.261859085,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
73,A704,Enzastaurin,4.577889039,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
74,A704,WHI-P97,4.320496461,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
75,A704,FTI-277,-0.338976404,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
76,A704,IOX2,-0.13317697,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
77,A704,AZD2014,1.140757587,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
78,A704,Vinblastine,-2.048677099,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
79,A704,Ponatinib,0.074845261,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
80,A704,Docetaxel,-4.006331338,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
81,A704,FR-180204,5.10083775,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
82,A704,Bicalutamide,2.092190848,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
83,A704,Veliparib,3.800173629,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
84,A704,NVP-TAE684,-0.319283324,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
85,A704,Trichostatin A,-0.727351587,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
86,A704,Bosutinib,1.526240219,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
87,A704,ZG-10,1.415241563,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
88,A704,HG6-64-1,0.219555162,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
89,A704,FGFR_0939,1.260156374,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
90,A704,Genentech Cpd 10,1.730840222,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
91,A704,Selumetinib,3.542416185,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
92,A704,Panobinostat,-1.861115681,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
93,A704,SB590885,3.997200797,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
94,A704,Refametinib,1.449654167,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
95,A704,AS605240,3.748741234,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
96,A704,QL-XII-61,4.352747873,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
97,A704,JAK3_7406,2.899240227,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
98,A704,IPA-3,2.567403211,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
99,A704,SB505124,3.527731121,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
100,A704,ARRY-520,-0.707329674,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
101,A704,Gemcitabine,-3.521857335,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
102,A704,MIM1,1.874250715,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
103,A704,PD0325901,-0.772343855,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
104,A704,AS601245,1.957058622,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
105,A704,XMD8-92,2.888972976,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
106,A704,AZD8931,1.917186644,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
107,A704,Methotrexate,0.748493361,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
108,A704,LDN-193189,-0.529569837,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
109,A704,AZD7969,2.1264002,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
110,A704,PARP_9495,0.612000279,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
111,A704,NU7441,1.001798706,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
112,A704,NSC319726,-0.919890381,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
113,A704,JQ1,3.12835335,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
114,A704,Mirin,4.166691712,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
115,A704,Linsitinib,2.516815761,3.119,3.976,3.275,2.676,2.817,4.08,3.172,4.525,6.947,3.352,2.956,2.802,3.063,2.829,3.806,8.14,8.557,8.098,9.048,2.92,7.214,3.299,7.949,5.558,6.053
